Tickers,Weights,AnnualReturn,AnnualVol,Sharpe
2025-06-08 23:26:38,2780.67,1.8264,0.2264,0.1240,30,25,100,5000,142506,"AAPL:0.0123;CAT:0.0034;CRM:0.0193;CSCO:0.0020;CVX:0.0058;DOW:0.0966;GS:0.0144;HD:0.0039;INTC:0.0500;JNJ:0.0893;JPM:0.0098;KO:0.0348;MCD:0.0245;MMM:0.0094;MRK:0.0733;MSFT:0.0007;PFE:0.0983;PG:0.0941;RTX:0.0867;TRV:0.0651;UNH:0.0555;V:0.0024;VZ:0.0534;WBA:0.0833;WMT:0.0117"

