Price,Close,High,Low,Open,Volume
Ticker,WBA,WBA,WBA,WBA,WBA
Date,,,,,
2024-08-01,11.194777488708496,11.289567607539341,10.9578008356401,11.242172096126824,12864600
2024-08-02,10.881967544555664,11.261130734285732,10.701865684829675,11.204255939428254,14740100
2024-08-05,10.161559104919434,10.52176372493646,10.066768082390778,10.426972702407804,22610400
2024-08-06,10.341660499572754,10.644990311683058,10.095204575236059,10.161558649630797,13152200
2024-08-07,10.218433380126953,10.512284837838589,10.15208020425416,10.4269730951483,14128700
2024-08-08,10.294265747070312,10.47436851424414,10.123643167214418,10.275308084417086,10187100
2024-08-09,10.123642921447754,10.294265497161529,10.076247409973965,10.26582855187493,9668400
2024-08-12,9.668646812438965,10.171037040341783,9.659167529800724,10.152079379059451,14091600
2024-08-13,10.009894371032715,10.028852033480872,9.668647407023858,9.697084352693196,10210800
2024-08-14,9.886666297912598,10.104684385758176,9.877187014790392,10.047810495013328,8272400
2024-08-15,10.256348609924316,10.284786457378289,10.04780981922666,10.057288197717185,9061900
2024-08-16,10.351140022277832,10.559679724937483,10.23739134009825,10.23739134009825,11044200
2024-08-19,10.28478717803955,10.493325983349648,10.218433099991614,10.379577297545723,12516600
2024-08-20,10.171037673950195,10.332181872862225,10.123643065794825,10.265828698249344,12712400
2024-08-21,10.083691596984863,10.374846523441956,9.996344748824159,10.33602580487708,15821100
2024-08-22,9.734304428100586,10.044871109317397,9.724599942405499,10.015754875555253,17203900
2024-08-23,9.996344566345215,10.08369141291144,9.734304026646543,9.753714848354113,18159300
2024-08-26,10.073986053466797,10.287500465545063,9.976933795551513,10.044870746315782,15856600
2024-08-27,9.171402931213379,10.064280345683397,9.10346690801204,10.025459628774218,45243600
2024-08-28,9.103466987609863,9.200518317951946,8.870542684118172,9.171403011405213,24787100
2024-08-29,8.977299690246582,9.122877152837818,8.763785276295026,9.093761845431358,24711900
2024-08-30,8.977299690246582,9.210224000616133,8.870542946050271,9.025825819629972,19590400
2024-09-03,8.705554962158203,8.948184691896266,8.637618008451447,8.93847928057259,27707300
2024-09-04,8.394988059997559,8.802606069382492,8.365872752344048,8.579387168107331,24526200
2024-09-05,8.482335090637207,8.589092763590463,8.21059005373239,8.462925193637773,27719400
2024-09-06,8.51145076751709,8.78319578663992,8.375577795176223,8.51145076751709,22946700
2024-09-09,8.647323608398438,8.831722725334668,8.336757843738242,8.55027226972162,20074100
2024-09-10,8.618207931518555,8.686143958248657,8.453219644694926,8.657028650444177,13420700
2024-09-11,8.482335090637207,8.559976529752868,8.307642315406449,8.559976529752868,20592000
2024-09-12,8.579386711120605,8.763784883849345,8.492039867253716,8.511450688361421,15954800
2024-09-13,8.93847942352295,9.025826275714998,8.579387528834845,8.695849689904582,18163500
2024-09-16,8.754080772399902,9.03553121155916,8.598796973588819,8.977299671310137,20637900
2024-09-17,8.792901992797852,9.045236213461708,8.763785758231302,8.792901992797852,17276100
2024-09-18,8.744375228881836,9.025825663774777,8.705554511157256,8.763785124964668,13956300
2024-09-19,8.715259552001953,9.01612082771603,8.695849654681775,8.909364078557605,14688800
2024-09-20,8.453219413757324,8.695849131803678,8.375577978027206,8.657028413938619,48982800
2024-09-23,8.307641983032227,8.521155469278513,8.297936572141325,8.414398726155369,15926200
2024-09-24,8.278526306152344,8.482335320749716,8.25911640862635,8.346463261390793,17660800
2024-09-25,8.006780624389648,8.27852564703062,7.977665317639272,8.249410340280244,22620800
2024-09-26,8.268821716308594,8.336757745134747,8.055307292850571,8.084422601553355,19909500
2024-09-27,8.792901992797852,8.92877405187247,8.346463243926278,8.356167729889476,27385300
2024-09-30,8.695849418640137,9.016120582980896,8.676438596287872,8.860837706398582,20239900
2024-10-01,8.443513870239258,8.763785018983723,8.346462539880912,8.686143584473482,19936900
2024-10-02,8.443513870239258,8.77349042968723,8.43380845953575,8.50174540890139,15702900
2024-10-03,8.414399147033691,8.433809044227429,8.268821678624253,8.375578427087243,13957600
2024-10-04,8.46292495727539,8.666733960651529,8.453219546267256,8.589092523704327,16117900
2024-10-07,8.608502388000488,8.63761769535718,8.414398796357652,8.511451054958536,14243700
2024-10-08,8.812311172485352,8.822016583216989,8.492040022812562,8.55997604681621,18094800
2024-10-09,8.647323608398438,8.89965875496434,8.608502887815913,8.773491181681388,18528100
2024-10-10,8.763785362243652,8.773490773327302,8.550271871757053,8.637617794833055,15501400
2024-10-11,8.93847942352295,9.006415452757217,8.550272219957156,8.637618146590224,19873900
2024-10-14,8.73466968536377,9.171402984520176,8.647322840420706,9.006414705307483,33622200
2024-10-15,10.112807273864746,10.326321696549128,9.316982051439737,9.316982051439737,88522400
2024-10-16,10.743643760681152,10.782464479058468,9.947818571166676,10.16133298502139,49804600
2024-10-17,10.345730781555176,10.733938876464421,10.0351650460749,10.646592031970869,32179900
2024-10-18,10.471899032592773,10.568951294101021,10.01575488439835,10.355436874118254,21827300
2024-10-21,10.141921997070312,10.481603971481798,10.13221658624509,10.46219314983135,19985300
2024-10-22,9.443148612976074,10.229269342561992,9.3363918653657,10.09339636105509,37311500
2024-10-23,9.074352264404297,9.443148639194618,8.98700541359013,9.394623433683606,26213900
2024-10-24,9.06464672088623,9.30727644713882,8.99671069371437,9.113172851248539,19522100
2024-10-25,8.987005233764648,9.287865574372313,8.977299822633059,9.09376197953528,18012300
2024-10-28,9.161698341369629,9.268456016603194,9.016120871308017,9.103467723568576,16275200
2024-10-29,9.074352264404297,9.384918022357816,8.98700541359013,9.064646853078509,17788500
2024-10-30,8.967594146728516,9.17140314667957,8.957888735883484,9.016120275394751,13504000
2024-10-31,9.181108474731445,9.219929192202573,8.812311195976273,8.967594065860785,17058600
2024-11-01,9.181108474731445,9.287865216387319,9.084056218274169,9.278160731188722,12190100
2024-11-04,9.054941177368164,9.40432764486455,9.03553128084228,9.229634873895826,12252900
2024-11-05,9.33639144897461,9.33639144897461,8.89965814115305,9.016120294868205,18324700
2024-11-06,8.95788860321045,9.559611108865539,8.938478707366782,9.540200287462966,21728900
