Price,Close,High,Low,Open,Volume
Ticker,CSCO,CSCO,CSCO,CSCO,CSCO
Date,,,,,
2024-08-01,46.40245819091797,47.70474464701022,46.21641886942092,47.60682626579784,18837500
2024-08-02,45.68767166137695,46.754957757500854,45.384130276811746,46.68641675698684,24000200
2024-08-05,43.80768585205078,45.707257760944586,43.75872479034156,45.57996572386886,29669600
2024-08-06,44.21893310546875,44.78684856727375,43.70976867822435,43.817477040649756,20524000
2024-08-07,44.17976379394531,45.247049929066804,44.15039014556727,44.473511483339266,18301100
2024-08-08,44.87497329711914,45.30580301205394,44.33643148444477,44.33643148444477,18369100
2024-08-09,44.52247619628906,45.1001816514066,44.2972694914405,44.747682901137615,21217600
2024-08-12,43.9251823425293,44.78684544669035,43.572683630135934,44.58121870765794,20289500
2024-08-13,44.424556732177734,44.44414041063287,43.95455965486876,44.04268434031449,20976900
2024-08-14,44.493099212646484,44.78685066399691,44.10143683618736,44.199351496500924,30675600
2024-08-15,47.51870346069336,49.232235979711035,47.1564147739583,47.73412017263529,45976400
2024-08-16,48.429325103759766,48.69369914721392,47.48933099494803,47.62641300224917,27424900
2024-08-19,48.93849182128906,48.94828552810365,48.27266169567658,48.30203908091563,16436600
2024-08-20,49.19307327270508,49.32036157284424,48.56640680227703,48.93848920201769,18697300
2024-08-21,49.39869689941406,49.49661155231414,48.98744713978366,49.242031213651195,21177600
2024-08-22,49.173492431640625,49.868696210178065,49.13432507462886,49.66307318867343,19143100
2024-08-23,49.682655334472656,49.71202898372293,49.27140556894565,49.45744490620511,16474100
2024-08-26,49.73161315917969,49.95681985449575,49.663072153440226,49.73161315917969,12016800
2024-08-27,49.65327835083008,49.78057039061652,49.34974067891467,49.61411099471045,10243900
2024-08-28,48.811195373535156,49.51619279236494,48.380365692697175,49.39869446762811,14571400
2024-08-29,49.339942932128906,49.76098263792675,48.84057225571054,48.92869693216136,16324100
2024-08-30,49.486820220947266,49.63369219626056,49.02661314751574,49.49661019188636,15615800
2024-09-03,49.01682662963867,49.447656350194386,48.86016093714526,49.261617007609935,14918600
2024-09-04,48.66432571411133,48.997240762690616,48.54682738379057,48.781824044432085,16411700
2024-09-05,48.106204986572266,48.615369408930185,47.92016191318487,48.46849369154062,16312000
2024-09-06,47.48933410644531,48.20412157363733,47.19558639509589,47.851622825936104,21040500
2024-09-09,47.68516540527344,48.12578882369434,47.25433195828203,47.45995871034823,18677600
2024-09-10,47.77328872680664,47.94953808914964,47.430579973271016,47.77328872680664,11754700
2024-09-11,48.08661651611328,48.18453116114474,46.85287107157287,47.73411781767316,15106600
2024-09-12,48.576202392578125,48.60557604217956,47.84183127090489,48.06703796666012,13236900
2024-09-13,48.76224136352539,49.01682544216263,48.634949324206765,48.703494064766524,10168900
2024-09-16,49.966609954833984,50.00577731113034,48.74265808460815,48.840576475349025,16668200
2024-09-17,49.555362701416016,50.34848110329892,49.516195346082284,49.956818755575334,13230300
2024-09-18,49.51619338989258,50.07431510813306,49.22244570690355,49.33994403305827,12697700
2024-09-19,50.368064880371094,50.64223263304374,50.08411089165258,50.33869123141511,16274000
2024-09-20,50.88702392578125,51.23952266047356,50.348482117109846,50.37785950180398,44096600
2024-09-23,51.10243606567383,51.347226434568,50.80868837004174,50.97514776319617,18343400
2024-09-24,51.425559997558594,51.474517323203656,50.92618556444726,51.12201860223201,26479300
2024-09-25,51.552852630615234,51.63118360551537,51.27868488045335,51.474517920510536,22422200
2024-09-26,51.74868392944336,52.179517381210914,51.66055924478224,51.89555964894679,18374000
2024-09-27,51.915138244628906,52.110971273059455,51.758472568925335,51.934721920992395,13868300
2024-09-30,52.1109733581543,52.199098037713924,51.552851632678156,51.91514032188796,17807500
2024-10-01,51.6409797668457,52.091393165746275,51.21994001802851,52.0032684802914,16621800
2024-10-02,51.917236328125,52.13429933837906,51.433782595514145,51.7001770816213,11071300
2024-10-03,51.729774475097656,51.9567022717791,51.46337999279763,51.49297812513642,11029100
2024-10-04,52.045501708984375,52.2033646915801,51.710042400499674,52.09483318534234,11724100
2024-10-07,51.8087043762207,52.1441636783794,51.67057473952306,51.877772958319845,10941700
2024-10-08,52.0257682800293,52.06523496655084,51.50284785674518,51.93697011723101,12365000
2024-10-09,52.84468460083008,52.96308089555178,51.83830668631974,51.946838191377275,10586100
2024-10-10,52.824951171875,53.09134565737852,52.706551113595424,52.98281415249741,9377500
