Price,Close,High,Low,Open,Volume
Ticker,MMM,MMM,MMM,MMM,MMM
Date,,,,,
2024-08-01,124.51221466064453,125.95945990281216,122.50379345838023,125.52626880684645,5563700
2024-08-02,123.30126190185547,125.77240878825366,122.84838367958919,123.86243790676045,4021400
2024-08-05,122.68101501464844,123.38002318346263,117.46305697929338,117.71903423491086,6669700
2024-08-06,122.9566879272461,124.17749048238326,120.8202815779334,121.45037370389392,4334300
2024-08-07,120.92857360839844,124.61067570252834,120.79074143186294,123.44894199223619,3410100
2024-08-08,123.19296264648438,123.79352033892307,120.28863217554196,120.55444922256541,2932900
2024-08-09,122.24781799316406,122.71054348669999,121.4306647816555,122.71054348669999,3247700
2024-08-12,121.45036315917969,122.16905840703646,120.64305722343003,122.08045523043356,2585800
2024-08-13,123.40956115722656,123.4587901540281,120.83996375902574,121.5192848561771,3056600
2024-08-14,124.21685791015625,125.07339281640962,122.70069655894959,123.03543718751483,3252800
2024-08-15,125.19153594970703,125.95946015863161,124.21685598180461,125.34905520501198,3359900
2024-08-16,125.08324432373047,125.36874845745973,124.06918261433508,124.77803807627397,3812600
2024-08-19,125.11277770996094,125.87085464931648,124.5712888166427,125.11277770996094,2243600
2024-08-20,125.72318267822266,126.08746524050488,124.9158766962949,125.02417448141975,2792900
2024-08-21,127.22948455810547,127.97772919121265,125.68379634446445,125.86100269067656,3664600
2024-08-22,126.60926055908203,127.74145239400423,126.31390159527335,127.10152049123619,2300400
2024-08-23,128.52908325195312,128.62752623399732,126.8554023313785,127.22950969927817,2618800
2024-08-26,130.50872802734375,130.57800808049797,128.28161673065574,128.28161673065574,3915800
2024-08-27,130.0632781982422,131.27086849916344,129.6178590126546,129.98410531936895,2878500
2024-08-28,130.2711639404297,131.27088401769416,129.8158367634828,130.06329357401447,3274000
2024-08-29,131.5579376220703,131.82518009322087,130.00390165837524,130.31074567577627,2992600
2024-08-30,133.31982421875,133.61677539107507,131.26098188847737,131.71630903318433,6092800
2024-09-03,129.51889038085938,132.41907672010203,128.88540160038414,131.65690557523584,4024100
2024-09-04,130.8056640625,131.50844805028422,129.5189007300278,129.8554383676416,3300700
2024-09-05,130.0632781982422,131.59751326287787,129.37040223137672,130.57799253229794,2726000
2024-09-06,127.29178619384766,130.75618145460564,126.71768459535143,129.17245186540467,3562200
2024-09-09,127.15320587158203,129.64755948440148,126.88594830464992,128.07373789697786,3616300
2024-09-10,128.76661682128906,128.835911974999,127.15320875573613,127.539240759588,2732500
2024-09-11,128.9051971435547,129.053680291587,125.8268413770071,128.18262748787222,3283800
2024-09-12,130.6868896484375,131.3698728624868,128.77653031969328,128.97449274752486,3978800
2024-09-13,131.82518005371094,132.01324963943316,130.01380955775312,130.53841676868115,2670100
2024-09-16,133.2406463623047,133.90382880556342,132.46858231770105,132.617050363369,3069300
2024-09-17,132.2112274169922,133.0624643164162,130.96403546868066,132.72592669056513,3969000
2024-09-18,132.00335693359375,132.91399615163314,130.41962736092077,131.904368171465,2960900
2024-09-19,132.4784698486328,133.94342499053914,131.96377057521505,133.03277066835324,2691500
2024-09-20,133.39901733398438,133.5771789820911,131.4193629137872,131.6569117779295,11579600
2024-09-23,134.26016235351562,134.70558157794386,133.319829523375,133.329722358206,2638400
2024-09-24,135.82408142089844,136.53675817030785,134.96293664184685,135.08171106556057,3145300
2024-09-25,135.21038818359375,136.48725849969074,134.6560723194441,135.8339689874723,3579900
2024-09-26,138.02151489257812,139.28849257104915,136.15074198424472,136.160634819514,4111100
2024-09-27,135.9032745361328,137.87302095372422,135.6558177416765,137.58597771772307,2956100
2024-09-30,135.3093719482422,136.5466559183314,133.85432479113217,136.42788149034334,3814000
2024-10-01,135.6657257080078,135.9428761404265,133.52769514057877,134.6165111990563,3050500
2024-10-02,134.0522918701172,135.82409103493234,133.99290465405673,135.82409103493234,2624900
2024-10-03,133.40890502929688,134.22057056001975,132.47846507107857,133.62666821541453,2504900
2024-10-04,133.8939208984375,134.54719532940496,132.68633058438826,134.45811451203167,2387300
2024-10-07,133.4781951904297,133.89392077468418,132.46856728377537,133.34951282974492,2254200
2024-10-08,133.31982421875,133.66625466682586,131.94396505375582,133.11195386705324,2882100
2024-10-09,133.63656616210938,134.16117337503508,132.86450214672573,133.22084054640777,2671400
2024-10-10,132.10235595703125,133.1218768511797,131.57773360127516,133.06247452714953,3060100
2024-10-11,133.3792266845703,133.48810829008812,131.74601770536924,132.04295380808523,3103600
2024-10-14,134.37893676757812,134.51751197301627,132.66653992104284,133.03277115607983,2207900
2024-10-15,134.3492431640625,135.55683357016343,133.6266735287938,134.6165007401182,2465800
2024-10-16,134.96295166015625,135.65582771486024,133.95332363555033,134.22058122220943,2021100
2024-10-17,134.29974365234375,135.26978515695123,133.7454428517475,135.22029077756284,2328500
2024-10-18,133.76524353027344,134.73526993063564,132.92388439195383,134.30965149603531,2791400
2024-10-21,133.4683074951172,134.4581347801956,132.3893993792375,133.9038339171222,5940600
2024-10-22,130.38992309570312,139.90216238192548,129.48919188963575,138.76386722830483,13082300
2024-10-23,126.60880279541016,130.80566052404043,124.62914836384806,129.8851284630751,8116200
2024-10-24,125.18344116210938,127.6283154366232,124.58954638107416,126.73746193739757,5084900
2024-10-25,123.48094177246094,125.74764694046986,123.23348497532173,125.31212056093459,3774600
2024-10-28,128.96456909179688,129.46939059034426,124.77760459434549,125.36160652330621,5239200
2024-10-29,127.9549560546875,128.88539596422697,126.47020782263563,127.69759133716019,2820400
2024-10-30,126.2623519897461,128.13312474581002,126.12377678942892,127.68770553790223,2737200
2024-10-31,127.16310119628906,127.8361764404821,125.67836040091265,125.70805400853503,3408800
2024-11-01,125.92581939697266,127.21259779612681,125.55958060908235,127.16310341470461,3068700
2024-11-04,124.56974792480469,127.4996354439232,124.20351670477862,125.94560708796347,3642900
2024-11-05,125.2329330444336,126.59889940292005,123.56013022469291,124.22331263109254,3943800
2024-11-06,132.5576629638672,133.0327758129202,128.28161711525993,129.37041802365493,4803200
2024-11-07,131.71630859375,133.4287053666698,131.13229908548564,132.00335182711603,3906400
2024-11-08,132.973388671875,133.6464790533586,131.8449862149913,132.0924430266199,3465700
2024-11-11,131.6470184326172,133.96321047041076,131.42925523895477,133.47820480562453,3791300
2024-11-12,129.02398681640625,131.8449853891632,127.16310677147439,131.44906053446348,3144600
2024-11-13,130.11277770996094,131.7163079863463,129.48919686695479,130.66707850532816,2675500
2024-11-14,130.97393798828125,131.9538572173388,130.42953002571377,130.52850368027626,2283900
2024-11-15,129.1529083251953,130.6057484748558,129.07331437366244,129.47134486688694,1928800
2024-11-18,129.5310516357422,129.74002752020428,127.93891443331243,129.14296657936157,2433000
2024-11-19,127.56077575683594,128.62551571565027,127.37170595139185,128.37674285246393,2600500
2024-11-20,127.21248626708984,127.56077434525277,126.47612072595163,127.37170454190091,1700600
2024-11-21,126.69503784179688,127.94885514240242,125.69994643317706,127.10302896346457,2544800
2024-11-22,127.78964233398438,127.84934539163059,125.74970941430414,127.06322982613783,3052400
2024-11-25,129.68032836914062,129.95895276755584,126.9239207306498,128.57577622403352,5074700
2024-11-26,132.2974090576172,132.57603345694451,129.01360414109845,129.35194678361674,3080300
2024-11-27,131.8297119140625,134.8846499739804,131.71030579811986,133.25270059257164,2579600
2024-11-29,132.8745574951172,133.0835333764263,131.39186579752567,132.2078480587733,1618300
2024-12-02,132.23770141601562,133.11338674578062,131.73021024566023,132.8745593329655,3001900
2024-12-03,130.50624084472656,132.5760329343499,130.0982648798211,132.23770547705624,2378400
2024-12-04,129.80967712402344,130.74506552010865,128.33694602374595,130.2873167704044,2503400
2024-12-05,132.675537109375,134.91449274123912,129.80966904174423,130.17786318180686,4171800
2024-12-06,132.4566192626953,133.5611713440756,131.55108242814507,132.59593145386535,1912300
2024-12-09,130.84457397460938,133.1929902917516,130.62565265135876,132.44667173991263,3442400
2024-12-10,129.13302612304688,129.95895387678823,126.97367183300737,129.48129903209303,3225700
2024-12-11,129.13302612304688,130.02860238504104,128.6255197485446,129.63057186501942,4089500
2024-12-12,129.1131134033203,130.0285956994119,128.1379280506843,129.01359818648612,2915300
2024-12-13,129.2822723388672,129.52109974009383,128.2772354951649,129.06335101704852,2382000
2024-12-16,128.83448791503906,129.56090040326745,128.22748153887832,129.2623699392082,3097800
2024-12-17,127.42146301269531,128.72503038076172,127.02342491492035,127.77969654149827,2693200
2024-12-18,124.91382598876953,128.73497343570068,124.75461530778662,127.5806789166981,3748900
2024-12-19,126.50597381591797,127.11298021022318,125.09294577328252,126.02833416947979,3038100
2024-12-20,128.64541625976562,129.71017135664735,125.1327447974587,125.74970420470937,8351300
2024-12-23,128.34689331054688,128.55586919977043,127.12293505621133,127.86925365732412,2067400
2024-12-24,129.72012329101562,129.72012329101562,127.46126142605655,128.10807998518183,803200
2024-12-26,130.5360870361328,130.75500836634464,128.59566177642833,129.6902684274874,1484900
2024-12-27,129.54100036621094,130.53609183690136,128.5757756088208,129.27233660152595,1842600
2024-12-30,128.49615478515625,129.28227029460953,127.2920875341927,128.4861941536649,2154000
